0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,idf
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6390573296152584,3.6390573296152584
0.0,2.0296194171811583,2.0296194171811583,0.0,0.0,2.0296194171811583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0296194171811583,0.0,0.0,2.0296194171811583,0.0,2.0296194171811583,2.0296194171811583,0.0,0.0,2.0296194171811583,0.0,0.0,4.059238834362317,2.0296194171811583
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6390573296152584,0.0,0.0,0.0,0.0,3.6390573296152584
2.1349799328389842,0.0,2.1349799328389842,0.0,0.0,0.0,2.1349799328389842,0.0,0.0,2.1349799328389842,0.0,0.0,2.1349799328389842,0.0,0.0,0.0,2.1349799328389842,0.0,0.0,0.0,0.0,0.0,2.1349799328389842,0.0,2.1349799328389842,0.0,0.0,2.1349799328389842
0.0,0.0,0.0,0.0,0.0,3.6390573296152584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6390573296152584
2.0296194171811583,0.0,0.0,0.0,0.0,0.0,2.0296194171811583,2.0296194171811583,2.0296194171811583,0.0,2.0296194171811583,0.0,0.0,2.0296194171811583,0.0,0.0,0.0,0.0,2.0296194171811583,0.0,2.0296194171811583,0.0,0.0,2.0296194171811583,0.0,0.0,0.0,2.0296194171811583
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6390573296152584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6390573296152584
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2335922215070942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4671844430141885,0.0,3.2335922215070942
3.6945957207744073,0.0,5.541893581161611,0.0,5.541893581161611,5.541893581161611,3.6945957207744073,0.0,0.0,0.0,0.0,0.0,3.6945957207744073,1.8472978603872037,0.0,0.0,1.8472978603872037,0.0,3.6945957207744073,0.0,0.0,0.0,3.6945957207744073,0.0,3.6945957207744073,0.0,0.0,1.8472978603872037
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6390573296152584,0.0,3.6390573296152584
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6390573296152584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6390573296152584
3.2335922215070942,0.0,3.2335922215070942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2335922215070942
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6390573296152584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6390573296152584
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.080890081894298,0.0,5.080890081894298,5.080890081894298,5.080890081894298,0.0,5.080890081894298,0.0,0.0,0.0,2.540445040947149
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2335922215070942,0.0,0.0,0.0,3.2335922215070942,0.0,0.0,0.0,0.0,0.0,3.2335922215070942
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.252762968495368,2.252762968495368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.252762968495368,0.0,2.252762968495368,2.252762968495368,2.252762968495368,0.0,2.252762968495368,0.0,0.0,0.0,2.252762968495368
0.0,0.0,0.0,0.0,1.767255152713667,3.534510305427334,0.0,1.767255152713667,3.534510305427334,0.0,0.0,0.0,0.0,1.767255152713667,0.0,0.0,1.767255152713667,1.767255152713667,0.0,1.767255152713667,1.767255152713667,1.767255152713667,0.0,1.767255152713667,0.0,0.0,1.767255152713667,1.767255152713667
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.540445040947149,0.0,2.540445040947149,2.540445040947149,2.540445040947149,0.0,2.540445040947149,0.0,0.0,0.0,2.540445040947149
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9459101490553135,2.9459101490553135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9459101490553135,0.0,0.0,0.0,2.9459101490553135
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2335922215070942,3.2335922215070942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2335922215070942
0.0,0.0,0.0,7.278114659230517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6390573296152584
1.9343092373768334,0.0,1.9343092373768334,0.0,1.9343092373768334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9343092373768334,1.9343092373768334,1.9343092373768334,1.9343092373768334,1.9343092373768334,1.9343092373768334,0.0,1.9343092373768334,0.0,0.0,0.0,1.9343092373768334
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4671844430141885,0.0,0.0,0.0,6.4671844430141885,0.0,0.0,0.0,0.0,0.0,3.2335922215070942
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2335922215070942,0.0,0.0,0.0,0.0,3.2335922215070942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2335922215070942
3.2483086181459875,1.6241543090729937,3.2483086181459875,0.0,1.6241543090729937,1.6241543090729937,0.0,1.6241543090729937,1.6241543090729937,4.872462927218981,0.0,0.0,1.6241543090729937,0.0,1.6241543090729937,0.0,1.6241543090729937,0.0,3.2483086181459875,0.0,0.0,0.0,1.6241543090729937,0.0,1.6241543090729937,0.0,0.0,1.6241543090729937
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6390573296152584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6390573296152584
0.0,0.0,0.0,3.6390573296152584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6390573296152584
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6390573296152584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6390573296152584
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6390573296152584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6390573296152584
2.9459101490553135,0.0,2.9459101490553135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9459101490553135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9459101490553135
2.9459101490553135,0.0,2.9459101490553135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9459101490553135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9459101490553135
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6390573296152584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6390573296152584
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7227665977411037,0.0,0.0,2.7227665977411037,0.0,0.0,0.0,0.0,0.0,0.0,2.7227665977411037,0.0,2.7227665977411037,0.0,0.0,2.7227665977411037
0.0,0.0,0.0,0.0,2.252762968495368,2.252762968495368,0.0,0.0,0.0,0.0,0.0,0.0,2.252762968495368,0.0,0.0,0.0,2.252762968495368,0.0,2.252762968495368,0.0,0.0,0.0,2.252762968495368,0.0,2.252762968495368,0.0,0.0,2.252762968495368
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6390573296152584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6390573296152584
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6390573296152584,3.6390573296152584
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.080890081894298,0.0,5.080890081894298,5.080890081894298,5.080890081894298,0.0,5.080890081894298,0.0,0.0,0.0,2.540445040947149
