0,1,2,3,4,5,6,7,8,9,idf
0.0,0.0,0.0,0.0,1.7884573603642702,1.7884573603642702,0.0,1.7884573603642702,1.7884573603642702,0.0,1.7884573603642702
0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253,0.0,0.0,0.0,2.7047480922384253
0.0,0.0,1.7884573603642702,1.7884573603642702,0.0,0.0,1.7884573603642702,0.0,1.7884573603642702,0.0,1.7884573603642702
0.0,2.7047480922384253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253
4.598565968260521,0.0,0.0,0.0,0.0,2.2992829841302607,0.0,0.0,0.0,0.0,2.2992829841302607
0.0,0.0,0.0,0.0,0.0,0.0,5.4094961844768505,0.0,0.0,0.0,2.7047480922384253
2.7047480922384253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02320182335696,4.02320182335696,4.02320182335696,2.01160091167848
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253,2.7047480922384253
0.0,0.0,1.6061358035703155,1.6061358035703155,0.0,0.0,0.0,1.6061358035703155,1.6061358035703155,1.6061358035703155,1.6061358035703155
0.0,0.0,1.6061358035703155,3.212271607140631,0.0,0.0,0.0,1.6061358035703155,1.6061358035703155,1.6061358035703155,1.6061358035703155
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01160091167848,2.01160091167848,2.01160091167848,2.01160091167848
0.0,0.0,2.2992829841302607,2.2992829841302607,0.0,0.0,0.0,0.0,0.0,0.0,2.2992829841302607
0.0,0.0,2.2992829841302607,2.2992829841302607,0.0,0.0,0.0,0.0,0.0,0.0,2.2992829841302607
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01160091167848,2.01160091167848,2.01160091167848,2.01160091167848
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4094961844768505,2.7047480922384253
0.0,2.7047480922384253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253
0.0,0.0,1.7884573603642702,1.7884573603642702,1.7884573603642702,1.7884573603642702,0.0,0.0,0.0,0.0,1.7884573603642702
0.0,2.7047480922384253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02320182335696,4.02320182335696,4.02320182335696,2.01160091167848
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253,2.7047480922384253
0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253,0.0,0.0,0.0,2.7047480922384253
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2992829841302607,0.0,2.2992829841302607,2.2992829841302607
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253,2.7047480922384253
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253,2.7047480922384253
0.0,0.0,2.2992829841302607,2.2992829841302607,0.0,0.0,0.0,0.0,0.0,0.0,2.2992829841302607
0.0,4.02320182335696,2.01160091167848,2.01160091167848,0.0,0.0,0.0,0.0,0.0,0.0,2.01160091167848
1.3184537311185345,0.0,0.0,0.0,1.3184537311185345,1.3184537311185345,6.592268655592672,5.273814924474138,5.273814924474138,5.273814924474138,1.3184537311185345
0.0,0.0,0.0,0.0,1.6061358035703155,1.6061358035703155,0.0,1.6061358035703155,1.6061358035703155,1.6061358035703155,1.6061358035703155
0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.04640364671392,2.01160091167848,2.01160091167848,2.01160091167848
0.0,2.01160091167848,0.0,0.0,0.0,0.0,0.0,2.01160091167848,2.01160091167848,0.0,2.01160091167848
0.0,2.01160091167848,2.01160091167848,4.02320182335696,0.0,0.0,0.0,0.0,0.0,0.0,2.01160091167848
0.0,0.0,0.0,0.0,4.598565968260521,4.598565968260521,0.0,0.0,0.0,0.0,2.2992829841302607
0.0,0.0,0.0,0.0,2.2992829841302607,2.2992829841302607,0.0,0.0,0.0,0.0,2.2992829841302607
0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253,0.0,0.0,0.0,2.7047480922384253
0.0,0.0,0.0,0.0,2.01160091167848,2.01160091167848,4.02320182335696,0.0,0.0,0.0,2.01160091167848
0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253,0.0,0.0,0.0,2.7047480922384253
0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253,0.0,0.0,0.0,2.7047480922384253
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01160091167848,2.01160091167848,2.01160091167848,2.01160091167848
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01160091167848,2.01160091167848,2.01160091167848,2.01160091167848
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253,2.7047480922384253
0.0,0.0,4.598565968260521,4.598565968260521,0.0,0.0,0.0,0.0,0.0,0.0,2.2992829841302607
0.0,0.0,0.0,0.0,1.7884573603642702,1.7884573603642702,0.0,3.5769147207285403,1.7884573603642702,0.0,1.7884573603642702
0.0,0.0,4.598565968260521,4.598565968260521,0.0,0.0,0.0,0.0,0.0,0.0,2.2992829841302607
0.0,0.0,2.2992829841302607,2.2992829841302607,0.0,0.0,0.0,0.0,0.0,0.0,2.2992829841302607
0.0,0.0,2.2992829841302607,2.2992829841302607,0.0,0.0,0.0,0.0,0.0,0.0,2.2992829841302607
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253,0.0,0.0,2.7047480922384253
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253,2.7047480922384253
0.0,5.4094961844768505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253
0.0,2.7047480922384253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253
0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253,0.0,0.0,0.0,2.7047480922384253
0.0,0.0,0.0,0.0,0.0,0.0,8.114244276715276,0.0,0.0,0.0,2.7047480922384253
2.7047480922384253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253
0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253,0.0,0.0,0.0,2.7047480922384253
0.0,2.7047480922384253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253
0.0,0.0,0.0,0.0,2.2992829841302607,2.2992829841302607,0.0,0.0,0.0,0.0,2.2992829841302607
0.0,0.0,0.0,0.0,2.2992829841302607,2.2992829841302607,0.0,0.0,0.0,0.0,2.2992829841302607
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253,0.0,2.7047480922384253
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253,0.0,0.0,2.7047480922384253
0.0,0.0,0.0,0.0,2.2992829841302607,2.2992829841302607,0.0,0.0,0.0,0.0,2.2992829841302607
0.0,0.0,0.0,0.0,2.01160091167848,2.01160091167848,2.01160091167848,0.0,0.0,0.0,2.01160091167848
0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253,0.0,0.0,0.0,2.7047480922384253
0.0,0.0,0.0,0.0,2.01160091167848,2.01160091167848,4.02320182335696,0.0,0.0,0.0,2.01160091167848
0.0,0.0,0.0,0.0,0.0,0.0,5.4094961844768505,0.0,0.0,0.0,2.7047480922384253
1.0,3.0,2.0,3.0,1.0,1.0,4.0,5.0,5.0,5.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253,0.0,0.0,0.0,2.7047480922384253
2.7047480922384253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01160091167848,2.01160091167848,2.01160091167848,2.01160091167848
0.0,0.0,0.0,0.0,4.598565968260521,4.598565968260521,0.0,0.0,0.0,0.0,2.2992829841302607
0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253,0.0,0.0,0.0,2.7047480922384253
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01160091167848,2.01160091167848,2.01160091167848,2.01160091167848
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253,2.7047480922384253
0.0,0.0,0.0,0.0,0.0,2.7047480922384253,0.0,0.0,0.0,0.0,2.7047480922384253
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01160091167848,2.01160091167848,2.01160091167848,2.01160091167848
0.0,0.0,0.0,0.0,4.818407410710947,4.818407410710947,0.0,3.212271607140631,3.212271607140631,3.212271607140631,1.6061358035703155
0.0,0.0,0.0,0.0,0.0,0.0,8.114244276715276,0.0,0.0,0.0,2.7047480922384253
0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253,0.0,0.0,0.0,2.7047480922384253
2.7047480922384253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253
0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253,0.0,0.0,0.0,2.7047480922384253
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01160091167848,2.01160091167848,2.01160091167848,2.01160091167848
0.0,0.0,0.0,0.0,0.0,0.0,3.5769147207285403,7.153829441457081,7.153829441457081,7.153829441457081,1.7884573603642702
0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253,0.0,0.0,0.0,2.7047480922384253
0.0,2.9039702474861144,1.4519851237430572,2.9039702474861144,0.0,0.0,0.0,1.4519851237430572,1.4519851237430572,1.4519851237430572,1.4519851237430572
0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253,0.0,0.0,0.0,2.7047480922384253
0.0,2.01160091167848,0.0,0.0,0.0,0.0,0.0,0.0,2.01160091167848,2.01160091167848,2.01160091167848
0.0,1.7884573603642702,0.0,0.0,0.0,0.0,0.0,1.7884573603642702,1.7884573603642702,1.7884573603642702,1.7884573603642702
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253,0.0,0.0,2.7047480922384253
0.0,2.7047480922384253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253
2.01160091167848,0.0,2.01160091167848,2.01160091167848,0.0,0.0,0.0,0.0,0.0,0.0,2.01160091167848
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253,0.0,0.0,2.7047480922384253
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7047480922384253,2.7047480922384253
0.0,0.0,0.0,0.0,10.1638958662014,10.1638958662014,1.4519851237430572,10.1638958662014,10.1638958662014,10.1638958662014,1.4519851237430572
0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.637984737907402,0.0,0.0,2.7047480922384253
